F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,L
0.3448,0.7733,0.2226,0.3745,0.1856,0.3102,0.2002,0.3992,0.2583,0.2151,0.1775,0.4266,2
0.3315,0.2156,0.6802,0.1434,0.6825,0.272,0.6223,0.2092,0.7961,0.153,0.5856,0.2573,1
0.9807,0.1493,1.1071,0.6114,0.7685,0.2679,0.9559,0.7915,0.7832,0.2189,1.0403,0.6888,2
0.1856,0.3467,0.0682,0.2194,0.0448,0.2059,0.0949,0.1882,0.0384,0.2095,0.0527,0.2388,2
0.7071,0.4006,0.3163,1.4213,0.2512,1.2084,0.3451,1.3859,0.3214,1.0501,0.3445,1.3834,2
1.1696,-0.0795,0.6595,0.3301,0.5647,0.2009,0.7108,0.2644,0.499,0.26,0.6659999999999999,0.3246,2
1.1033,0.0039,0.8285,0.3832,0.6649,0.2246,0.6963,0.5402,0.5935,0.2886,0.7667,0.4494,2
0.124,0.9872,0.1695,0.5126,0.1271,0.4343,0.0138,0.6953,0.0227,0.5462,0.1374,0.5482,2
0.1982,0.7611,0.4901,0.7844,0.6065,0.7851,1.7347,-0.0041,0.0935,1.8908,-0.0379,0.0453,3
0.2771,0.4934,0.4557,0.7448,0.4533,0.9261,0.3633,0.8519,0.3589,1.0557,0.4432,0.7585,1
0.2915,0.2898,0.3733,0.5469,0.3424,0.7258,0.32,0.614,0.4248,0.6449,0.2811,0.6647,1
1.0521,0.0665,0.7528,0.9807,0.6024,0.8703,0.7803,0.946,0.7222,0.6507,0.7261,1.012,2
0.8306,0.0953,1.1048,0.3818,1.3452,0.336,1.1025,0.3846,1.2743,0.4425,1.1275,0.3547,1
0.0225,0.4186,0.0225,0.2158,0.0448,0.1556,0.0603,0.1744,0.0603,0.1389,-0.0294,0.2825,2
0.0458,0.5139,-0.0184,0.3196,-0.0371,0.3004,0.0908,0.1905,-0.0139,0.2675,0.0153,0.2785,2
0.4256,0.0278,0.6816,0.0222,0.7522,0.0563,0.6717,0.0339,0.8997,-0.1075,0.6933,0.0095,1
1.1224,-0.0209,0.6288,1.1115,0.5239,0.8923,0.764,0.9513,0.6113,0.7272,0.6948,1.0375,2
0.2265,0.6849,0.5588,0.6636,0.5984,0.7636,1.767,-0.0388,0.0449,1.9494,-0.0539,0.065,3
0.0532,0.3194,0.1602,0.4124,0.1449,0.5132,0.1762,0.3928,0.2111,0.4435,0.1781,0.3896,1
0.2923,0.5579,0.3704,0.9829,0.3558,1.1918,0.3351,1.0251,0.3176,1.2665,0.3619,0.9876,1
0.3263,0.2228,0.5195,0.3371,0.6499,0.3145,0.6013,0.2391,0.5882,0.3997,0.4504,0.4183,1
0.1663,0.6186,0.1562,1.0843,0.1519,1.2678,0.1862,1.0491,0.305,1.1053,0.1669,1.0736,1
0.0564,0.877,0.4094,0.8304,0.4598,0.9081,1.6855,0.0574,-0.0116,2.0146,0.0393,-0.046,3
0.0283,1.0874,0.1069,0.6261,0.1089,0.4879,-0.0367,0.7978,-0.0691,0.6871,0.0417,0.7048,2
1.1087,-0.0014,0.6231,1.1034,0.5175,0.5217,0.5151,1.2323,0.5308,0.4732,0.4814,1.2696,2
-0.029,0.6733,0.3202,0.6315,0.4043,0.6685,-0.0737,1.8137,0.1229,1.8512,0.0417,-0.052000000000000005,3
0.3882,0.4172,0.6311,0.6264,0.8014,0.6151,0.7290000000000001,0.5097,0.8256,0.6037,0.7664,0.4626,1
0.6403,0.0542,1.0254,0.0647,1.2196,0.0092,0.9108,0.1963,1.1338,0.1292,0.9212,0.1857,1
0.4208,0.674,0.1651,0.7592,0.181,0.5448,0.1707,0.7554,0.1635,0.5492,0.2598,0.6455,2
1.0914,0.015,0.7516,0.9932,0.6739,0.4224,0.9437,0.7683,0.6294,0.4399,0.8063,0.9298,2
0.4072,0.3659,0.5085,0.7296,0.5936,0.8117,0.6028,0.6189,0.5598,0.8765,0.6076,0.6148,1
0.5197,0.2097,0.8513,0.1889,0.9604,0.2034,1.7258,0.0031,-0.029,2.0345,-0.0418,0.0484,3
-0.0562,0.6196,0.0696,0.8052,0.1929,0.8025,0.0268,1.7024,0.0508,1.9382,0.0379,-0.0451,3
0.4175,0.3384,0.7303,0.4443,0.7458,0.6023,0.6859,0.4919,0.8668,0.4794,0.7331,0.436,1
0.3929,0.1168,0.6146,0.2238,0.8554,0.08,1.6777,0.0624,-0.0671,0.0783,0.0384,-0.0446,3
1.1344,-0.0328,0.3935,0.4392,0.3808,0.2835,0.4294,0.3987,0.34700000000000003,0.3056,0.3493,0.4929,2
0.858,0.2206,0.3943,1.3298,0.3,0.7321,0.4228,1.2965,0.3049,0.6911,0.3720000000000001,1.3522,2
-0.0407,0.3429,0.161,0.4522,0.3372,0.3839,-0.1471,1.9056,0.0217,-0.0265,0.0133,-0.0182,3
0.2808,0.2563,0.4488,0.3873,0.5796,0.3615,0.4806,0.3485,0.5999,0.3518,0.4774,0.3545,1
1.0898,0.0182,0.4522,1.2807,0.2793,0.9139,0.4674,1.2634,0.4811,0.6379,0.504,1.2181,2
0.3313,0.2213,0.5529,0.3276,0.763,0.2247,1.7751,-0.0496,-0.1123,2.1304,0.0345,-0.0412,3
1.1171,-0.0086,0.7302,0.3616,0.613,0.2139,0.6646,0.441,0.6113,0.1987,0.7062,0.3899,2
0.4073,0.6996,0.6978,0.8732,0.8389,0.8391,1.652,0.0927,-0.0985,2.1203,0.0464,1.6715,3
1.1647,-0.0697,0.3553,1.3953,0.3349,1.1356,0.4702,1.2538,0.3487,1.0435,0.4655,1.2621,2
0.0339,0.6709,0.4034,0.6058,0.4849,0.653,1.696,0.0494,-0.0746,2.0886,-0.0061,0.0079,3
0.5144,0.0071,0.731,0.1166,0.8438,0.1292,1.7454,-0.0204,0.0524,-0.0622,0.0002,-0.0012,3
1.1245,-0.0218,0.4186,0.1652,0.3845,0.0965,0.4261,0.1539,0.3543,0.1256,0.4996,0.0697,2
-0.0353,0.9139,0.3109,0.8767,0.3875,0.9291,0.0176,1.7085,0.0519,1.9373,-0.0227,0.0246,3
0.0843,0.35200000000000004,0.0528,0.6516,0.0642,0.7334,0.059,0.643,0.0691,0.7387,0.1051,0.5891,1
0.105,1.0033,0.0223,0.588,0.0343,0.4697,0.1249,0.4665,0.0671,0.4225,0.103,0.4903,2
0.7495,0.3638,0.3087,0.7132,0.2289,0.5704,0.4013,0.5987,0.4147,0.3338,0.3795,0.63,2
0.0066,1.097,0.4751,0.9095,0.5517,0.964,1.7779,-0.0529,-0.0235,2.0283,0.0552,1.6669,3
0.6990000000000001,0.1695,1.1128,0.2379,1.2872,0.2463,1.0544,0.3047,1.3308,0.2267,1.1034,0.2486,1
0.1384,0.6302,0.1225,1.0966,0.2138,1.1625,0.126,1.0907,0.2173,1.1774,0.2158,0.986,1
0.4166,-0.0261,0.7158,-0.0086,0.8091,0.025,1.774,-0.0467,-0.0062,0.0068,-0.0667,0.0777,3
0.069,0.7249,0.0924,1.1529,0.0471,1.3844,0.0611,1.1919,0.04,1.4008,0.1907,1.0341,1
-0.042,0.7609999999999999,0.1212,0.9064,0.1753,0.9878,0.0534,1.6703,-0.0166,2.0136,0.0668,-0.0797,3
0.0078,0.4615,0.1181,0.659,0.2587,0.6352,-0.0191,1.7491,0.1098,-0.1315,0.0407,-0.0485,3
0.3908,0.4842,0.5148,0.8738,0.6925,0.8681,0.5985,0.77,0.5325,1.079,0.6069,0.7554,1
0.3808,0.3059,0.7125,0.2866,0.836,0.2762,1.7626,-0.0402,-0.0106,2.0144,-0.0219,0.0257,3
0.1428,0.5786,0.4101,0.6276,0.4227,0.757,1.7967,-0.0782,0.0159,1.9758,0.0308,-0.038,3
0.2743,0.2707,0.5182,0.3226,0.6576,0.2817,0.4334,0.4222,0.5786,0.3969,0.5792,0.249,1
0.6392,0.4688,0.9039,0.8416,1.0614,0.8376,1.5987,0.1593,1.9722,0.0331,-0.0998,1.8524,3
1.1279,-0.0275,1.1578,0.5609,0.8199,0.7,1.0711,0.6639,0.8206,0.6127,1.0031,0.7467,2
0.0817,0.2001,0.1828,0.248,0.0541,0.4648,0.131,0.3071,0.0615,0.4636,0.1292,0.315,1
0.1763,0.5283,0.4547,0.5701,0.642,0.4928,1.7676,-0.0432,0.0357,1.9569,-0.0327,0.0399,3
1.0826,0.029,0.5759,1.1436,0.3587,1.0011,0.3984,1.3519,0.3697,0.9311,0.4609,1.2805,2
1.218,-0.1338,0.6016,1.1368,0.4434,0.7737,0.6493,1.0746,0.5333,0.6233,0.5916,1.1466,2
1.1514,-0.0538,0.5146,1.2122,0.4147,0.8332,0.5307,1.1946,0.387,0.8223,0.573,1.1448,2
0.7159,0.3887,0.3221,0.2428,0.3203,0.1404,0.3725,0.1797,0.2981,0.1584,0.2153,0.3692,2
0.6043,0.4914,1.09,0.5961,1.0569,0.8966,1.0279,0.6694,1.2127,0.7549,1.0654,0.6278,1
0.1758,0.4663,0.4616,0.5046,0.5843,0.4959,1.6769,0.0555,0.0133,1.9845,0.0227,-0.0275,3
0.3425,0.1699,0.6039,0.1853,0.5608,0.3606,0.5748,0.2185,0.6062,0.3205,0.4801,0.3313,1
0.3065,0.4802,0.544,0.6745,0.5246,0.8795,0.4652,0.7694,0.5639,0.857,0.4735,0.7587,1
0.1249,0.9827,0.0626,1.6752,0.08900000000000001,0.9563,0.1085,1.6157,0.0553,0.9614,0.0307,1.7138,2
0.4122,0.0894,0.5834,0.2571,0.6954,0.2638,1.6774,0.0648,-0.0027,0.002,0.0187,-0.0202,3
0.2449,0.1485,0.1748,0.0399,0.079,0.1229,0.1639,0.0525,0.1908,-0.0155,0.0744,0.1631,2
0.4597,0.2749,0.7482,0.399,0.9198,0.3746,0.7879999999999999,0.3529,0.8253,0.5067,0.7385,0.414,1
0.6442,0.4657,0.2805,0.9211,0.3062,0.5754,0.3203,0.8736,0.3428,0.5107,0.2195,0.9937,2
-0.0091,0.6477,0.0351,0.9081,0.0381,1.0318,0.0678,1.6569,0.0395,1.9503,-0.0249,0.0309,3
1.0284,0.0523,0.3442,1.3965,0.2839,1.0068,0.3878,1.3455,0.4144,0.8009999999999999,0.3794,1.3541,2
0.1772,0.7112,0.3103,1.0796,0.2551,1.3394,0.2338,1.1686,0.3075,1.305,0.2437,1.1531,1
1.1481,-0.0541,0.7842,0.259,0.6844,0.111,0.8148,0.222,0.7089,0.0641,0.8862,0.1437,2
0.1229,0.4821,0.1893,0.7599,0.1586,0.9281,0.1126,0.8487,0.1617,0.9455,0.1438,0.812,1
0.4709,0.1637,0.754,0.2368,0.9168,0.1987,0.7055,0.2919,0.8799,0.2597,0.6879,0.3119,1
1.1617,-0.068,0.5103,1.2134,0.4322,0.6767,0.504,1.2196,0.3956,0.6859,0.5204,1.2014,2
0.3017,0.0181,0.5904,0.0525,0.8312,-0.0949,1.7939,-0.0714,0.0022,-0.0024,0.0017,-0.0016,3
0.2319,0.5927,0.3022,1.0017,0.3991,1.0727,0.4055,0.8795,0.4504,1.036,0.3112,0.9839,1
0.4259,0.4327,0.6629999999999999,0.6835,0.6497,0.9032,0.6208,0.7378,0.6525,0.9307,0.6688,0.6759999999999999,1
1.1406,-0.0376,0.5592,1.1729,0.3989,0.8188,0.6176,1.1081,0.4037,0.7717,0.5579999999999999,1.1728,2
0.4655,0.3234,0.6666,0.5896,0.7814,0.6414,0.7481,0.4871,0.8391,0.5939,0.759,0.4738,1
1.1317,-0.0317,0.9419,0.7896,0.7905,0.49,0.9017,0.8375,0.7738,0.4528,0.9162,0.8146,2
0.7907,0.2081,1.288,0.2727,1.4417,0.3342,1.2602,0.3046,1.5019,0.2953,1.2352,0.3337,1
1.172,-0.079,0.5569,0.2045,0.508,0.1028,0.5461,0.2194,0.4582,0.1502,0.6272,0.1214,2
0.1027,1.0161,0.1556,1.5667,0.1183,0.9786,0.1365,1.5895,0.1133,0.9559,0.1248,1.6054,2
1.1162,-0.013,0.5206,0.0261,0.4651,-0.0163,0.5007,0.0466,0.4346,0.0119,0.4827,0.0685,2
0.2401,0.8456,0.2801,1.4405,0.3156,1.6452,0.4983,1.182,0.4511,1.513,0.4349,1.2603,1
1.1125,-0.0019,0.7953,0.4182,0.5772,0.3317,0.8666,0.3376,0.6822,0.1837,0.7594,0.4607,2
0.3046,0.1198,0.5786,0.1665,0.7735,0.0826,1.7601,-0.0314,0.0288,-0.0363,-0.0237,0.0272,3
0.0465,1.068,0.1044,0.4719,0.1267,0.3475,0.0205,0.5726,0.0075,0.4792,0.0582,0.5241,2
0.0687,0.6446,0.441,0.5699,0.4881,0.6571,1.6742,0.0673,0.0186,1.9761,0.0275,-0.0318,3
0.2509,0.4415,0.3253,0.7774,0.3237,0.9379,0.2093,0.9146,0.34700000000000003,0.9313,0.2318,0.8854,1
0.7918,0.3077,0.5134,0.9919,0.27,0.7473,0.4521,1.0581,0.2535,0.7352,0.4208,1.0961,2
1.106,0.0001,0.5493,1.1840000000000002,0.5373,0.665,0.4143,1.3441,0.4731,0.6990000000000001,0.5029,1.2366,2
0.2791,0.3898,0.3058,0.7622,0.5019,0.6861,0.4306,0.6145,0.4562,0.7582,0.4978,0.5388,1
0.0859,0.5093,0.1094,0.8284,0.1888,0.8672,0.2009,0.7242,0.3171,0.7291,0.2109,0.7078,1
0.313,0.6465,0.5908,0.6924,0.7664,0.6262,1.7177,0.015,0.0851,1.9046,-0.0165,0.0221,3
0.1312,0.7093,0.3948,0.7673,0.5272,0.7554,1.7433,-0.0125,0.0235,1.9755,0.0025,-0.0039,3
0.5381,0.2008,0.9185,0.2281,1.0664,0.2308,0.9062,0.2368,0.9814,0.3535,0.8856,0.2679,1
1.0754,0.0338,0.7599,0.9807,0.6185,0.7503,0.8009,0.9346,0.6739,0.6285,0.8539,0.8723,2
0.7746,0.2773,1.2625,0.3768,1.3682,0.5105,1.1763,0.4776,1.3622,0.5502,1.2441,0.4004,1
-0.0458,0.5081,-0.0481,0.826,-0.0186,0.912,0.0469,1.6759,-0.0522,0.0623,-0.0041,0.0064,3
0.2788,0.1947,0.4153,0.333,0.4493,0.4033,0.3633,0.3906,0.4544,0.4106,0.3182,0.4397,1
1.1557,-0.0586,0.3913,1.3615,0.4194,0.8176,0.4429,1.2958,0.4218,0.7674,0.4723,1.2706,2
1.0615,0.0518,0.7158,1.0213,0.6573,0.4111,0.7008,1.0364,0.5019,0.5624,0.7263,1.0097,2
0.3821,0.6817,0.6292,0.7613,0.8703,0.6141,1.6734,0.062,0.0052,1.9909,-0.085,1.8326,3
0.0648,0.5514,0.0373,0.9392,0.1505,0.9401,0.0235,0.9564,0.1424,0.9696,0.0314,0.9441,1
0.3526,0.7464,0.6101,0.9113,0.763,0.8749,1.6899,0.0492,0.0148,1.9834,-0.012,1.7456,3
1.1169,-0.011,1.6683,0.0791,1.0796,0.0262,1.7536,-0.0307,0.9317,0.1614,1.7194,0.0168,2
0.7105,0.3832,0.9548,0.4648,1.0654,0.4734,1.7806,-0.0546,1.9311,0.0798,-0.0809,1.8276,3
0.4341,0.4468,0.6116,0.7835,0.7314,0.8503,0.6383,0.7511,0.8338,0.7523,0.6846,0.6988,1
1.0906,0.0186,0.609,1.1224,0.4901,0.5531,0.5431,1.2013,0.5042,0.504,0.5107,1.2371,2
0.6695,0.2592,1.0304,0.1922,1.1238,0.2317,1.7019,0.039,1.9416,0.0678,-0.0069,0.0096,3
0.8961,0.0231,1.0488,0.2182,1.3056,0.0603,1.7017,0.033,2.1629,-0.1954,-0.0055,0.0067,3
0.3019,0.8005,0.2399,1.4774,0.1681,1.1787,0.1256,1.6129,0.1998,1.085,0.1193,1.6217,2
0.2587,0.33,0.3558,0.5741,0.4228,0.6357,0.3226,0.619,0.4366,0.6308,0.3088,0.6295,1
0.4662,0.1209,0.7657,0.139,0.8886,0.1304,1.694,0.0453,-0.0117,2.0111,-0.0194,0.0217,3
-0.0541,0.8424,0.28300000000000003,0.8134,0.4024,0.8135,0.0066,1.7243,-0.0813,2.0994,-0.0359,0.0437,3
-0.0334,1.1367,0.0886,1.3305,0.2922,1.2353,0.0183,1.7128,-0.0816,2.1002,0.0035,1.7263,3
0.4649,0.6439,0.7775,0.6826,0.9982,0.5638,1.7573,-0.0225,-0.0158,2.0113,0.0497,1.6713,3
0.3389,-0.0025,0.6462,0.0016,0.8299,-0.0718,1.7515,-0.0266,0.0693,-0.0817,-0.0382,0.0456,3
0.1479,0.2251,0.1986,0.3961,0.2674,0.3986,0.134,0.469,0.2304,0.4534,0.1999,0.3911,1
1.0562,0.0592,0.5754,0.5725,0.3995,0.4736,0.4606,0.7063,0.4667,0.3719,0.5426,0.6059,2
0.3512,0.7155,0.4879,1.1954,0.6452,1.2576,0.5178,1.1577,0.5995,1.3414,0.4382,1.2536,1
0.2309,0.2064,0.6679999999999999,0.0568,0.6932,0.1725,1.8597,-0.1525,-0.0313,0.0363,0.0591,-0.0702,3
0.35600000000000004,0.5282,0.6139,0.5976,0.7348,0.5920000000000001,1.6005,0.1565,-0.0368,2.0459,0.0021,-0.0009,3
0.341,0.4307,0.7206,0.3524,0.7949,0.4069,1.6029,0.1539,-0.1459,2.1716,0.01,-0.0125,3
0.4254,0.3643,0.7034,0.5253,0.6943,0.7253,0.8134,0.4001,0.7932,0.6344,0.7578,0.4625,1
1.1387,-0.0427,0.8879,0.1301,0.6693,0.1269,0.8105,0.2219,0.6306,0.1497,0.8711,0.1517,2
0.3084,0.7897,0.1522,1.5769,0.0718,0.9782,0.222,1.4985,0.0443,0.981,0.0934,1.6466,2
1.1162,-0.0153,0.5599,0.5398,0.3945,0.4545,0.5338,0.5660000000000001,0.4524,0.3615,0.5239,0.5846,2
0.3815,0.3332,0.6462,0.3913,0.7058,0.4557,1.7095,0.0252,-0.0614,2.0765,0.0269,-0.0311,3
0.0187,0.6936,0.1526,0.8764,0.2685,0.8772,-0.024,1.7611,0.0566,1.9333,0.0352,-0.04,3
0.0376,0.7113,0.4992,0.5377,0.6049,0.5529999999999999,1.6635,0.0821,-0.0189,2.0241,0.0014,-0.003,3
0.622,0.4951,0.3017,0.7115,0.2143,0.5816,0.2724,0.7436,0.224,0.5504,0.3288,0.6809,2
0.3663,0.5339,0.4716,0.9602,0.5079,1.1271,0.5363,0.8867,0.5595,1.0941,0.5606,0.8596,1
0.9449,0.1353,0.3213,1.4215,0.3429,0.7263,0.3767,1.3514,0.3432,0.6875,0.3776,1.3547,2
0.8719,0.2312,0.431,0.5507,0.3146,0.4567,0.4258,0.5563,0.374,0.37,0.333,0.6646,2
-0.0368,0.4017,0.0659,0.6122,0.2108,0.5843,-0.0732,1.8211,-0.0704,0.0838,-0.0162,0.0177,3
0.2124,0.6169,0.4337,0.8492,0.4279,1.0418,0.4311,0.8475,0.4554,1.0337,0.34600000000000003,0.9528,1
0.1416,0.9664,0.0703,0.8976,0.1443,0.5991,0.0498,0.925,0.1007,0.6328,0.0613,0.9041,2
0.6920000000000001,0.1085,1.1267,0.1214,1.1233,0.3258,0.9782,0.2989,1.1091,0.3648,0.9312,0.3528,1
0.7854,0.3098,0.2999,0.6876,0.2856,0.4767,0.3644,0.613,0.2626,0.4918,0.3,0.6889,2
1.0664,0.0444,0.389,1.361,0.4381,0.6264,0.5386,1.1882,0.4047,0.6327,0.3706,1.3792,2
0.6414,0.1886,0.9415,0.2036,0.9966,0.2832,1.7744,-0.05,2.0619,-0.0705,0.0275,-0.0331,3
0.2536,0.108,0.5554,0.1227,0.7170000000000001,0.0706,1.6969,0.0417,-0.0144,0.0176,-0.1016,0.1216,3
0.8896,0.2207,0.2578,1.3493,0.2169,0.8216,0.4123,1.1654,0.3797,0.5948,0.4365,1.1296,2
0.5959,0.1939,0.9863,0.2432,1.2309,0.1453,1.0014,0.2181,1.2439,0.1572,0.9501,0.2823,1
1.171,-0.0767,0.5022,0.3121,0.4242,0.2324,0.4959,0.3193,0.4355,0.2043,0.5301,0.2812,2
0.595,0.5037,0.8418,0.6593,1.0356,0.5684,1.7362,-0.004,1.9987,0.0029,0.0745,1.6417,3
1.039,0.0757,0.7307,1.0098,0.5982,1.3769999999999998,0.7363,1.0043,0.6714,1.0315,0.8457,0.8775,2
0.3853,0.2266,0.6398,0.294,0.7465,0.3086,1.8898,-0.1804,0.0208,1.9773,-0.0166,0.0184,3
0.1544,0.3905,0.1708,0.6948,0.1166,0.8799,0.1731,0.6905,0.2379,0.7522,0.1968,0.6632,1
0.2563,0.6222,0.37,1.011,0.4776,1.0863,0.4206,0.9524,0.4446,1.1438,0.369,1.014,1
0.5298,0.0642,0.6824,0.2788,0.787,0.3054,0.6489,0.3206,0.8537,0.2453,0.7167,0.2387,1
0.0334,0.8543,0.0932,1.2956,0.1707,1.3908,0.038,1.3613,0.1285,1.4711,0.0759,1.317,1
0.6022,0.4851,0.9271,0.4647,1.1818,0.3103,1.7287,0.0006,2.1438,-0.1692,0.021,1.7062,3
0.2602,0.7164,0.7322,0.528,0.7809999999999999,0.6129,1.7544,-0.0257,-0.0417,2.0486,-0.0742,0.0885,3
0.9678,0.1205,0.4169,0.7365,0.2957,0.5802,0.4317,0.7145,0.3142,0.5355,0.3243,0.8496,2
1.1199,-0.0173,0.7295,1.01,0.6374,0.6944,0.7769,0.9545,0.7149,0.5439,0.7168,1.0242,2
1.1513,-0.0512,0.6183,0.3049,0.6627,0.0379,0.7937,0.0942,0.5698,0.1317,0.8385,0.0439,2
0.2765,0.8222,0.6055,0.9075,0.748,0.8832,1.7497,-0.0206,0.0454,1.9501,0.048,1.6723,3
0.2028,0.3866,0.2659,0.6712,0.3368,0.725,0.3495,0.5704,0.3358,0.7372,0.2509,0.6834,1
-0.0397,0.8653,0.0249,1.1064,0.1539,1.0776,0.0217,1.7031,-0.0339,2.0434,0.0489,-0.0594,3
0.5985,0.2114,0.8599,0.2747,0.8155,0.4715,1.7543,-0.0259,-0.0189,2.017,-0.0655,0.0796,3
0.5528,0.5532,0.3238,0.7494,0.2123,0.6204,0.2494,0.8322,0.2191,0.5926,0.2836,0.7916,2
-0.0218,0.8299,0.1599,0.9649,0.378,0.8483,0.0218,1.7072,-0.0457,2.0548,-0.0102,0.0124,3
1.0966,0.0116,0.5389,0.6236,0.4291,0.4441,0.4939,0.6776,0.5015,0.3356,0.5481,0.6099,2
0.7327,0.3195,0.9908,0.6799,1.1545,0.7437,1.039,0.62,1.2518,0.6617,0.9425,0.7395,1
0.4478,-0.0014,0.6501,0.0611,0.7771,0.0259,0.6717,0.0306,0.7627,0.0525,0.6493,0.0572,1
0.1646,0.5148,0.4558,0.5405,0.5855,0.5258,1.727,0.0044,-0.0125,2.019,0.0396,-0.0463,3
0.1976,0.2874,0.5407,0.2456,0.6124,0.3106,1.7656,-0.0464,-0.0085,0.0109,-0.0305,0.0347,3
1.1514,-0.0522,0.7812,0.9582,0.6172,0.8571,0.8638,0.8509,0.6028,0.8008,0.865,0.8518,2
1.0891,0.0214,0.4152,0.8053,0.3788,0.5185,0.4597,0.7495,0.3572,0.5192,0.4332,0.7823,2
1.0524,0.0648,0.5225,0.8387,0.4788,0.4712,0.5038,0.856,0.3832,0.555,0.5543,0.7987,2
0.2329,0.6285,0.5094,0.8113,0.6033,0.8956,0.5496,0.7599,0.6561,0.8529,0.5272,0.7862,1
0.0075,0.7326,0.2217,0.8009999999999999,0.2055,0.9643,0.0618,1.6568,-0.0587,2.0704,-0.0256,0.031,3
1.1232,-0.0198,0.4842,1.2564,0.4733,0.5613,0.6713,1.0419,0.4869,0.5181,0.6174,1.1018,2
0.7532,0.3612,0.3635,1.0189,0.3685,0.5868,0.3342,1.0666,0.2891,0.6552,0.3743,1.0184,2
0.3442,0.6581,0.6663,0.8721,0.5898,1.1991,0.6507,0.8913,0.5997,1.2102,0.5873,0.9664,1
0.184,0.6729,0.4951,0.6792,0.5736,0.7248,1.651,0.0946,-0.0113,2.015,0.0015,-0.0023,3
0.2983,0.8036,0.2176,0.9156,0.1722,0.6839,0.1845,0.9522,0.1204,0.7224,0.2503,0.8755,2
1.028,0.0951,0.5619,0.4529,0.5648,0.2058,0.6508,0.35100000000000003,0.4077,0.3744,0.5686,0.4476,2
1.0698,0.0408,0.4507,0.2553,0.35200000000000004,0.2347,0.4403,0.2715,0.3898,0.1776,0.488,0.2127,2
0.3247,0.5262,0.6185,0.5524,0.7928,0.4811,1.7058,0.0345,-0.0001,1.9998,-0.0243,0.0269,3
0.3735,0.7355,0.1927,0.5479999999999999,0.2143,0.3824,0.2458,0.4837,0.1067,0.4974,0.1687,0.5756,2
0.6918,0.3518,1.0415,0.3028,1.0835,0.395,1.6228,0.1234,2.0231,-0.029,0.0614,-0.0767,3
0.4674,0.3366,0.63,0.6509,0.8707,0.5648,0.8028,0.4547,0.7896,0.68,0.6882,0.5842,1
0.1968,0.8896,0.4827,0.9247,0.6167,0.9017,1.6711,0.0672,-0.0113,2.014,0.0582,1.6669,3
0.5951,0.4877,0.8186,0.8973,0.8961,1.0577,0.6305,1.1181,0.8322,1.1687,0.7579,0.9702,1
1.0569,0.0552,0.7505,0.1643,0.5627,0.1735,0.7464,0.1701,0.5599,0.1603,0.7443,0.1746,2
0.4906,0.2284,0.7607,0.3695,0.7548,0.5566,0.8102,0.3068,0.8265,0.4896,0.7111,0.4283,1
0.0715,1.045,0.1133,0.8252,0.042,0.7057,0.1016,0.8422,0.0736,0.654,0.0784,0.868,2
0.1988,0.4499,0.2277,0.8006,0.2805,0.8852,0.2238,0.8069,0.2915,0.8895,0.2605,0.7604,1
0.56,0.364,0.8255,0.6307,0.9831,0.6679,0.8842,0.5626,0.9357,0.7488,0.8266,0.6312,1
0.0416,0.2492,0.0363,0.5778,0.2428,0.473,-0.0025,1.7334,-0.0552,0.0675,0.0488,-0.0587,3
0.0741,0.3967,0.4133,0.3645,0.4413,0.4767,-0.0436,1.7818,0.0483,-0.0576,0.0124,-0.0126,3
0.3521,0.3844,0.5984,0.5504,0.6438,0.6688,0.6586,0.4784,0.6964,0.6264,0.5053,0.6583,1
0.0015,1.0396,-0.0627,1.7078,-0.014,1.8808,0.0647,1.564,0.1572,1.6980000000000002,0.0154,1.6208,1
0.1721,0.2183,0.2819,0.328,0.3557,0.3364,0.2338,0.3847,0.3266,0.3775,0.2295,0.3909,1
0.4028,0.3229,0.5538,0.5916,0.6593,0.6407,0.5754,0.5726,0.6679,0.6512,0.4964,0.6656,1
0.0708,0.8437,0.1565,1.2676,0.2215,1.3889,0.2746,1.1292,0.284,1.339,0.1668,1.2508,1
0.4622,0.129,0.7078,0.2222,0.7751,0.2817,0.7012,0.2305,0.8362,0.2308,0.6095,0.3373,1
0.3339,0.6875,0.4558,1.1534,0.6172,1.192,0.5502,1.0388,0.6202,1.2252,0.5811,1.0076,1
0.0533,0.8748,0.1818,1.0729,0.2553,1.1237,-0.0245,1.7603,-0.003,2.009,0.0432,-0.0535,3
0.4976,0.397,0.6387,0.7825,0.8251,0.7792,0.7457,0.6585,0.7633,0.8793,0.7247,0.6854,1
1.0658,0.0489,0.9754,0.2339,0.7418,0.1505,0.8248,0.4087,0.6896,0.1874,0.8415,0.3902,2
0.2594,0.3892,0.522,0.4511,0.66,0.4274,1.7167,0.0182,-0.0234,2.0239,0.0291,-0.0323,3
0.0136,0.9961,0.2466,1.0775,0.3379,1.112,0.0562,1.6623,-0.0408,2.0461,-0.0125,0.0161,3
0.5802,0.5219,0.2736,0.3596,0.3377,0.1663,0.345,0.2768,0.2607,0.2504,0.2996,0.3324,2
0.4452,0.4062,0.7953,0.5247,0.7304,0.8046,0.71,0.6177,0.8594,0.6745,0.7237,0.6055,1
0.4667,0.2944,0.8114,0.3655,0.8536,0.4975,0.7835,0.3983,0.924,0.4428,0.7512,0.4366,1
0.5732,0.0982,0.9495,0.0215,1.0106,0.0904,1.6897,0.0502,1.8551,0.1663,-0.0144,0.0156,3
