F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,L
0.4836,0.3774,0.8733,0.2825,0.931,0.355,1.8474,-0.135,-0.0638,2.0775,-0.0032,0.0053,3
0.5024,0.5639,0.7328,0.9492,0.8707,1.0364,0.6174,1.0845,0.8037,1.1428,0.7794,0.8958,1
0.4141,0.2904,0.6394,0.3938,0.8197,0.3237,1.6248,0.1227,-0.0153,2.0185,-0.0349,0.0416,3
1.1292,-0.0285,1.8393,-0.1256,1.0448,0.3002,1.6902,0.0477,1.0602,0.225,1.7564,-0.0255,2
0.7275,0.08800000000000001,1.0263,0.2773,1.2038,0.2712,1.0262,0.2689,1.2536,0.2343,0.9783,0.3308,1
-0.0199,1.1294,0.0064,1.4753,0.1195,1.4794,-0.0857,1.8333,-0.0525,2.0615,0.086,1.6302,3
0.1328,0.2144,0.2466,0.2912,0.3244,0.2815,0.1586,0.3982,0.3165,0.3005,0.3038,0.2239,1
0.3376,0.7775,0.3464,1.3621,0.2232,0.9473,0.2115,1.5213,0.2551,0.8705,0.2435,1.4863,2
0.6051,0.3129,1.0136,0.4145,1.0628,0.5765,0.9327,0.5089,1.0946,0.5687,0.9348,0.5066,1
0.5653,0.2091,0.8336,0.2673,0.9022,0.325,1.7549,-0.0275,-0.0461,2.0457,0.0099,-0.0107,3
0.0697,0.9352,0.2593,1.061,0.3419,1.108,0.0073,1.7191,-0.0076,2.0048,0.0352,-0.044,3
0.1755,0.33,0.3664,0.4088,0.382,0.5115,0.3903,0.3836,0.4519,0.4405,0.2869,0.5086,1
0.3583,0.746,0.1489,0.6681,0.1327,0.5254,0.1705,0.6434,0.1733,0.4643,0.157,0.6552,2
0.2369,0.6611,0.5288,0.6834,0.6557,0.6726,1.7093,0.0257,-0.0323,2.0383,-0.0701,0.0868,3
0.6643,0.444,0.4709,0.3021,0.3044,0.3373,0.3318,0.4683,0.2892,0.3421,0.3202,0.4828,2
-0.0398,0.6514,0.1588,0.7603,0.2672,0.7724,-0.0178,1.7504,0.0189,1.9782,-0.0562,0.0684,3
0.3449,0.7698,0.2342,0.1963,0.1374,0.2406,0.2404,0.1906,0.1173,0.2574,0.2592,0.1675,2
0.3807,0.4936,0.5539999999999999,0.8272,0.85,0.6754,0.6042,0.764,0.7195,0.8542,0.6354,0.7275,1
1.2719,-0.194,0.4195,1.0213,0.3379,0.6556,0.42,1.0272,0.3894,0.5664,0.443,1.0011,2
0.2307,0.7521,0.4215,0.8968,0.4895,0.9583,1.7062,0.0301,0.0251,1.9761,0.0513,-0.0599,3
0.4896,0.2424,0.8585,0.1687,1.0219,0.1227,1.7284,-0.0016,0.0323,1.9617,-0.0379,0.0457,3
0.312,0.4004,0.6671,0.3566,0.5774,0.6072,1.6906,0.05,0.0129,1.9874,-0.0138,0.0165,3
0.3376,0.7419,0.4848,1.221,0.6335,1.291,0.5921,1.0881,0.601,1.3564,0.4958,1.2012,1
0.6628,0.425,0.2748,0.2046,0.1555,0.2684,0.2439,0.2413,0.2985,0.087,0.2819,0.1962,2
0.2243,0.6124,0.4186,0.7552,0.5787,0.7057,1.6685,0.077,-0.0811,2.0926,-0.0597,0.0701,3
0.5184,0.2283,0.53,0.6884,0.7456,0.6171,0.6136,0.5928,0.7678,0.613,0.6705,0.5202,1
0.4205,0.6878,0.0843,1.6795,0.1585,0.9973,0.2664,1.4648,0.1663,0.9523,0.3439,1.3753,2
0.6243,0.3136,0.9404,0.5338,1.0548,0.6177,1.003,0.4583,1.1257,0.5655,0.8917,0.5895,1
-0.0764,1.1988,0.3247,1.192,0.385,1.2573,-0.0828,1.8321,0.0045,1.9912,-0.0199,1.7577,3
0.0991,0.6097,0.1928,0.9126,0.2849,0.965,0.1819,0.9313,0.2587,1.0148,0.2217,0.8827,1
0.4084,0.6935,0.7813,0.7456,0.858,0.7981,1.7634,-0.0338,0.0312,1.9629,0.0464,1.6806,3
1.1409,-0.0425,0.5855,1.1563,0.5839,0.5531,0.6872,1.0392,0.573,0.5251,0.6184,1.1171,2
0.4399,0.3581,0.8365,0.3885,0.9079,0.4923,0.7725,0.4573,0.7929,0.6507,0.7882,0.4434,1
0.3749,0.3478,0.6614,0.3763,0.8617,0.2874,1.6809,0.0608,0.0511,1.9379,-0.0443,0.0513,3
1.0412,0.0769,0.3429,0.5131,0.4083,0.2563,0.4457,0.3872,0.3686,0.2875,0.4201,0.4196,2
0.9408,0.1572,1.1803,0.3368,1.2962,0.3425,1.6847,0.0591,2.0016,0.0023,0.0432,1.6859,3
0.1798,0.2871,0.3085,0.4197,0.3603,0.4645,0.2507,0.4863,0.34,0.503,0.3426,0.3776,1
0.223,0.8879,0.1593,0.7129,0.1089,0.5914,0.1294,0.7501,0.159,0.518,0.1132,0.7677,2
0.2881,0.588,0.6085,0.5808,0.7821,0.5208,1.6875,0.0565,-0.1156,2.1351,-0.0245,0.0266,3
1.0508,0.0652,0.4232,0.0803,0.3003,0.1362,0.3865,0.122,0.3645,0.0469,0.406,0.0985,2
0.4128,0.6886,0.772,0.6333,0.8191,0.7276,1.6969,0.0417,-0.0014,1.9991,-0.0277,1.7638,3
0.1261,0.4338,0.2383,0.6331,0.1393,0.8796,0.078,0.8233,0.1462,0.8875,0.1771,0.7083,1
-0.083,0.7175,0.0284,0.8961,0.0498,1.0145,-0.0596,1.8046,-0.0207,2.0252,0.0013,-0.0014,3
0.4087,0.1144,0.6518,0.1959,0.754,0.224,1.7393,-0.0089,0.0043,-0.0052,-0.0282,0.0358,3
0.2368,0.455,0.4686,0.5905,0.5762,0.6224,0.4614,0.5998,0.5424,0.6833,0.5509,0.4959,1
0.5379999999999999,0.4697,0.7407,0.8628,0.7885,1.0488,0.7124,0.8969,0.939,0.9041,0.7319,0.8754,1
1.1561,-0.0618,0.4096,1.04,0.4179,0.5648,0.4842,0.948,0.3375,0.6273,0.3995,1.0511,2
1.1407,-0.0455,0.9417,0.7776,0.7075,0.5760000000000001,0.8199,0.9228,0.698,0.5391,0.948,0.7681,2
1.0593,0.0547,0.9245,0.3887,0.7576,0.1769,0.9578,0.3412,0.7952,0.1095,1.0415,0.245,2
0.3039,0.0825,0.5032,0.1001,0.6313,0.042,0.5443,0.0481,0.6187,0.0704,0.5802,0.0058,1
0.6357,0.4547,0.2637,0.7217,0.2175,0.5563,0.2751,0.7127,0.1261,0.6451,0.246,0.7426,2
0.094,0.6238,0.3969,0.6334,0.4998,0.6599,1.7901,-0.0662,-0.0793,2.0938,0.0027,-0.0044,3
0.3235,0.4008,0.6078,0.445,0.7643,0.3984,1.7435,-0.0124,0.0771,1.9048,-0.0467,0.0566,3
0.2296,0.08800000000000001,0.3187,0.1855,0.366,0.2098,0.2541,0.2652,0.3659,0.2184,0.136,0.4045,1
0.3769,0.4515,0.1789,0.1933,0.1166,0.2087,0.1752,0.1987,0.1617,0.149,0.145,0.2362,2
0.474,0.6379,0.271,0.772,0.2148,0.5921,0.2197,0.8294,0.2198,0.5664,0.2387,0.8073,2
0.2043,0.1528,0.3941,0.1483,0.4314,0.1899,0.4244,0.1136,0.5053,0.113,0.4428,0.0895,1
0.484,0.2094,0.7491,0.3479,0.9198,0.3134,0.7565,0.3362,0.7934,0.4768,0.6991,0.402,1
0.5361,0.0069,0.8957,-0.059,0.8035,0.1913,0.6853,0.1933,0.826,0.1836,0.8115,0.0405,1
0.3511,0.0833,0.6243,0.0432,0.695,0.0722,0.6273,0.0388,0.8073,-0.0525,0.6866,-0.0293,1
1.1466,-0.0492,0.7559,0.0236,0.5875,0.0506,0.7465,0.0391,0.6143,0.0023,0.8245,-0.0539,2
0.3472,0.5533,0.7213,0.6622,0.7495,0.8366,0.6911,0.701,0.7428,0.8703,0.6704,0.727,1
0.8635,0.2416,0.3268,0.7437,0.3194,0.4958,0.4484,0.5974,0.3312,0.4618,0.3342,0.7332,2
0.4409,-0.0182,0.619,0.0593,0.5689,0.2286,0.4717,0.2311,0.5974,0.2056,0.4849,0.2192,1
0.1044,0.8482,0.2786,1.1961,0.3187,1.3611,0.2881,1.1861,0.2551,1.462,0.2166,1.2716,1
0.5005,0.3034,0.7548,0.5121,1.0416,0.3657,0.8597,0.3826,1.028,0.4066,0.7794,0.4771,1
0.2188,0.3369,0.3669,0.501,0.3112,0.696,0.2375,0.6537,0.3345,0.6777,0.2797,0.6031,1
0.9812,0.1464,0.9873,0.7388,0.723,1.2538,0.9414,0.7927,0.7645,1.0268,0.9855,0.7375,2
0.2536,0.3032,0.389,0.4836,0.4285,0.5635,0.4099,0.4558,0.5144,0.4786,0.3665,0.5107,1
1.0964,0.0126,0.8966,0.3421,0.6822,0.2301,0.8664,0.3788,0.6956,0.18600000000000005,0.8982,0.3447,2
0.1412,0.5766,0.2682,0.7994,0.4284,0.7535,0.0201,1.7089,-0.0519,2.0636,-0.0299,0.0354,3
0.4102,0.691,0.7255,0.8216,0.8329,0.8367,1.7056,0.0383,0.063,1.9261,-0.0725,1.8163,3
0.358,0.2763,0.4854,0.5267,0.6305,0.5067,0.6041,0.3864,0.6265,0.5287,0.5911,0.4011,1
0.4475,0.6681,0.3219,0.5937,0.2144,0.5219,0.2775,0.647,0.1795,0.544,0.265,0.6645,2
1.0284,0.0893,0.4097,0.9375,0.2813,0.6865,0.3827,0.962,0.28300000000000003,0.6586,0.3508,1.0086,2
1.1509,-0.0533,0.8148,0.1712,0.6775,0.0884,0.8537,0.1243,0.6137,0.1453,0.7788,0.2154,2
0.5221,0.5633,0.9389,0.7340000000000001,0.9714,0.9561,0.9044,0.773,1.1164,0.8079999999999999,0.9204,0.7541,1
1.1308,-0.0286,1.0005,0.7387,0.8390000000000001,0.1874,1.0848,0.6374,0.8534,0.1373,1.0422,0.6836,2
